Iteration,Created time,Creative number,Creator,Date,Game Title,PM,Period,Status,Team,Video Count,날짜
Outlet Rush_3rd_UA_Iteration,"July 3, 2026 9:16 AM",90006,Aaron,,Outlets Rush,,July W2 (07/06~),Done,Video Ads Team,1,
Paper Delivery Boy_3rd_UA_Iteration,"July 3, 2026 9:16 AM",90006,Quinne,,Paper Delivery Boy,,July W2 (07/06~),Done,Video Ads Team,1,
Burger Please!_6th_UA_Iteration,"July 3, 2026 9:16 AM",90033,Ruelle,,Burger Please!,,July W2 (07/06~),Done,Video Ads Team,1,
Mosquito.io_5th_UA_Iteration,"July 3, 2026 9:16 AM",90027,Tilda,,Mosquito,,July W2 (07/06~),Done,Video Ads Team,1,
,"July 3, 2026 9:16 AM",,,,,,,To do,,,
Downhill Racer_5th_UA_Iteration,"July 3, 2026 9:18 AM",90025,Zaid,,Downhill,,July W2 (07/06~),Done,Video Ads Team,1,
Crab Life_3rd_UA_Iteration,"July 3, 2026 9:18 AM",90008,Falcon,,CrabLife,,July W2 (07/06~),Done,Video Ads Team,1,
Burger Please!_6th_UA_Iteration,"July 3, 2026 9:18 AM",90032,Max,,Burger Please!,,July W2 (07/06~),Done,Video Ads Team,1,
Snake Clash_25th_AI_Iteration,"July 3, 2026 9:24 AM",90342 ~ 90347,Thiago,,Snake Clash,,July W2 (07/06~),Done,AI Ads Team,6,
Downhill Racer_5th_AI_Iteration,"July 3, 2026 9:28 AM",90026 ~ 90027,Thiago,,Downhill,,July W2 (07/06~),Done,AI Ads Team,2,
PDB_3rd_AI_Iteration,"July 3, 2026 9:50 AM",90004~90005,Ellie,,Paper Delivery Boy,,July W2 (07/06~),Done,AI Ads Team,2,
Bulldozer Master_2nd_AI_Iteration,"July 3, 2026 9:50 AM",90018~90022,Pax,,Bulldozer Master,,July W2 (07/06~),Done,AI Ads Team,5,
Outlet Rush_3rd_AI_Iteraton,"July 3, 2026 9:50 AM",90007~90008,Pax,,Outlets Rush,,July W2 (07/06~),Done,AI Ads Team,2,
Pizza Ready_13th_AI_Iteration,"July 3, 2026 9:51 AM",90141 ~ 90145,Kurly,,Pizza Ready,,July W2 (07/06~),Done,AI Ads Team,5,
Super Big Slime_6th_AI_Iteration,"July 3, 2026 9:51 AM",90031 ~ 90032,Kurly,,Super Big Slime,,July W2 (07/06~),Done,AI Ads Team,2,
XP Hero_19th_AI_Iteration_1,"July 3, 2026 9:51 AM",90187 ~ 90191,Elliot,,XP Hero,,July W2 (07/06~),Done,AI Ads Team,5,
Mosquito_5th_AI_Iteration,"July 3, 2026 9:51 AM",90028 ~ 90029,Elliot,,Mosquito,,July W2 (07/06~),Done,AI Ads Team,2,
Pizza Ready_13th_AI_Iteration,"July 3, 2026 9:51 AM",90155 ~ 90160,Hozler,,Pizza Ready,,July W2 (07/06~),Done,AI Ads Team,6,
Crab Life_3rd_AI_Iteration,"July 3, 2026 9:52 AM",90006 ~ 90007,Hozler,,CrabLife,,July W2 (07/06~),Done,AI Ads Team,2,
Snake Clash_25th_AI_Iteration,"July 3, 2026 9:52 AM",90348 ~ 90352,Yuna,,Snake Clash,,July W2 (07/06~),Done,AI Ads Team,5,
Burger Please_7th_AI_Iteration,"July 3, 2026 9:52 AM",90034 ~ 90035,Yuna,,Burger Please!,,July W2 (07/06~),Done,AI Ads Team,2,
,"July 3, 2026 10:22 AM",,Quinne,,,,,To do,,,
Super Big Slime_6th_UA_Iteration,"July 3, 2026 11:04 AM",90033,Miko,,Super Big Slime,,July W2 (07/06~),Done,Video Ads Team,1,
Snake Clash_25th_UA_Iteration,"July 8, 2026 8:49 AM",90362~90363,Elvis,,Snake Clash,,July W2 (07/06~),Done,Video Ads Team,2,
Lumber Chopper_6th_AI_Iteration,"July 9, 2026 1:07 PM",90051 ~ 90058,Thiago,,Lumber Chopper,,July W3 (07/13~),Done,AI Ads Team,8,
Arrow Fever_13th_UA_Iteration,"July 10, 2026 8:39 AM",90184-90201,Falcon,,Arrow Fever,,July W3 (07/13~),Done,Video Ads Team,18,
,"July 10, 2026 8:39 AM",,,,,,,To do,,,
Pizza Ready_14th_UA_Iteration,"July 10, 2026 8:46 AM",90161~90173,Ruelle,,Pizza Ready,,July W3 (07/13~),Done,Video Ads Team,13,
XP Hero_20th_UA_Iteration,"July 10, 2026 8:46 AM",90208~90216,Quinne,,XP Hero,,July W3 (07/13~),Done,Video Ads Team,9,
Snake Clash_26th_UA_Iteration,"July 10, 2026 8:46 AM",90364~90377,Miko,,Snake Clash,Zoe,July W3 (07/13~),Done,Video Ads Team,14,
Snake Clash_26th_UA_Iteration,"July 10, 2026 8:46 AM",90378~90387,Tilda,,Snake Clash,,July W3 (07/13~),Done,Video Ads Team,10,
Bulldozer_3rd_UA_Iteration,"July 10, 2026 8:46 AM",90037~90045,Aaron,,Bulldozer Master,,July W3 (07/13~),Done,Video Ads Team,9,
XP Hero_20th_UA_Iteration,"July 10, 2026 8:46 AM",90217~90225,Max,,XP Hero,,July W3 (07/13~),Done,Video Ads Team,9,
Bulldozer Master_3rd_AI_Iteration,"July 10, 2026 8:51 AM",90032 ~ 90036,Kurly,,Bulldozer Master,,July W3 (07/13~),Done,AI Ads Team,5,
Snake Clash_26th_AI_Iteration,"July 10, 2026 8:52 AM",90388 ~ 90392,Elliot,,Snake Clash,,July W3 (07/13~),Done,AI Ads Team,5,
XP Hero_20th_AI_Iteration 1,"July 10, 2026 8:52 AM",90232 ~ 90240,Hozler,,XP Hero,,July W3 (07/13~),Done,AI Ads Team,9,
Xp hero_20th_AI_Iteration 2,"July 10, 2026 8:52 AM",90241~90251,Pax,,XP Hero,,July W3 (07/13~),Done,AI Ads Team,11,
Dino Universe_14th_AI_Iteration,"July 10, 2026 8:52 AM",90125~90129,Ellie,,Dino Universe,,July W3 (07/13~),Done,AI Ads Team,5,
Downhill Racer_6th_AI_Iteration,"July 10, 2026 8:52 AM",90029 _ 90030,Kurly,,Downhill,,July W3 (07/13~),Done,AI Ads Team,2,
Outlets Rush_4th_AI_Iteraton,"July 10, 2026 8:54 AM",90010 ~ 90011,Elliot,,Outlets Rush,,July W3 (07/13~),Done,AI Ads Team,2,
Super Big Slime_7th_AI_Iteration,"July 10, 2026 8:55 AM",90035 ~ 90036,Hozler,,Super Big Slime,,July W3 (07/13~),Done,AI Ads Team,2,
Mosquito_6th_AI_Iteration,"July 10, 2026 8:55 AM",90032~90033,Ellie,,Mosquito,,July W3 (07/13~),Done,AI Ads Team,2,
PDB_4th_AI_Iteration,"July 10, 2026 8:55 AM",90008~90009,Pax,,Paper Delivery Boy,,July W3 (07/13~),Done,AI Ads Team,2,
CrabLife_4th_AI_Iteration,"July 10, 2026 8:55 AM",90009 ~ 90010,Yuna,,CrabLife,,July W3 (07/13~),Done,AI Ads Team,2,
Pizza Ready_14th_AI_Iteration,"July 10, 2026 9:08 AM",90174 ~ 90178,Yuna,,Pizza Ready,,July W3 (07/13~),Done,AI Ads Team,5,
Mosquito.io_6th_UA_Iteration,"July 10, 2026 9:10 AM",90030,Ruelle,,Mosquito,,July W3 (07/13~),Done,Video Ads Team,1,
Lumber Chopper_6th_UA_Iteration,"July 10, 2026 9:11 AM",90037~90050,Zaid,,Lumber Chopper,,July W3 (07/13~),Done,Video Ads Team,14,
Burger Please!_7th_UA_Iteration,"July 10, 2026 9:11 AM",90036,Miko,,Burger Please!,,July W3 (07/13~),Done,Video Ads Team,1,
Paper Delivery Boy_4th_UA_Iteration,"July 10, 2026 9:11 AM",90007,Aaron,,Paper Delivery Boy,,July W3 (07/13~),Done,Video Ads Team,1,
Outlet Rush_4th_UA_Iteration,"July 10, 2026 9:11 AM",90009,Falcon,,Outlets Rush,,July W3 (07/13~),Done,Video Ads Team,1,
Downhill Racer_4th_UA_Iteration,"July 10, 2026 9:11 AM",90028,Tilda,,Downhill,,July W3 (07/13~),Done,Video Ads Team,1,
Crab Life_4th_UA_Iteration,"July 10, 2026 9:11 AM",90011,Zaid,,CrabLife,,July W3 (07/13~),Done,Video Ads Team,1,
Super Big Slime_7th_UA_Iteration,"July 10, 2026 9:12 AM",90034,Quinne,,Super Big Slime,,July W3 (07/13~),Done,Video Ads Team,1,
XP Hero_20th_UA_Iteration,"July 10, 2026 9:15 AM",90226~90231,Elvis,,XP Hero,,July W3 (07/13~),Done,Video Ads Team,6,
Mosquito.io_6th_UA_Iteration,"July 13, 2026 8:47 AM",90031,Max,,Mosquito,,July W3 (07/13~),Done,Video Ads Team,1,
PDB_5th_AI_Iteration,"July 16, 2026 2:38 PM",90010 ~ 90011,Kurly,,Paper Delivery Boy,,July W4 (07/20~),Done,AI Ads Team,2,
,"July 16, 2026 2:59 PM",,,,,,,To do,,,
,"July 16, 2026 2:59 PM",,,,,,,To do,,,
Outlets Rush_5th_AI_Iteration,"July 16, 2026 3:00 PM",90013 ~ 90014,Thiago,,Outlets Rush,,July W4 (07/20~),Done,AI Ads Team,2,
XP Hero_21st_AI_Iteration 1,"July 16, 2026 3:00 PM",90252 ~ 90259,Thiago,,XP Hero,,July W4 (07/20~),Done,AI Ads Team,8,
Lumber Chopper_7th_AI_Iteration 1,"July 17, 2026 8:49 AM",90059 ~ 90063,Yuna,,Lumber Chopper,,July W4 (07/20~),Done,AI Ads Team,5,
Mosquito_7th_AI_Iteration,"July 17, 2026 8:49 AM",90035 ~ 90036,Yuna,,Mosquito,,July W4 (07/20~),Done,AI Ads Team,2,
Arrow Fever_14th_UA_Iteration,"July 17, 2026 9:18 AM",90202~90215,Ruelle,,Arrow Fever,Zoe,July W4 (07/20~),Done,Video Ads Team,14,
Super Big Slime_8th_UA_Iteration,"July 17, 2026 9:18 AM",90037,Ruelle,,Super Big Slime,,July W4 (07/20~),Done,Video Ads Team,1,
Suzy’s Restaurant_3rd_UA_Iteration,"July 17, 2026 9:18 AM",90024~90034,Miko,,Suzy's Restaurant,,July W4 (07/20~),Done,Video Ads Team,11,
Mosquito.io_7th_UA_Iteration,"July 17, 2026 9:18 AM",90034,Miko,,Mosquito,,July W4 (07/20~),Done,Video Ads Team,1,
Bulldozer_4th_UA_Iteration,"July 17, 2026 9:18 AM",90046~90056,Tilda,,Bulldozer Master,,July W4 (07/20~),Done,Video Ads Team,11,
Burger Please!_8th_UA_Iteration,"July 17, 2026 9:18 AM",90039,Tilda,,Burger Please!,,July W4 (07/20~),Done,Video Ads Team,1,
Pizza Ready_15th_UA_Iteration,"July 17, 2026 9:18 AM",90188~90197,Falcon,,Pizza Ready,,July W4 (07/20~),Done,Video Ads Team,10,
XP Hero_21st_AI_Iteration 2,"July 17, 2026 9:47 AM",90260 ~ 90264,Elliot,,XP Hero,,July W4 (07/20~),Done,AI Ads Team,5,
CrabLife_5th_AI_Iteration,"July 17, 2026 9:57 AM",90013 ~ 90014,Elliot,,CrabLife,,July W4 (07/20~),Done,AI Ads Team,2,
Lumber Chopper_7th_AI_Iteration 2,"July 17, 2026 10:00 AM",90064~90068,Pax,,Lumber Chopper,,July W4 (07/20~),Done,AI Ads Team,5,
Burger Please!_8th_AI_Iteration,"July 17, 2026 10:01 AM",90040~90041,Pax,,Burger Please!,,July W4 (07/20~),Done,AI Ads Team,2,
Downhill Racer_7th_UA_Iteration,"July 17, 2026 11:22 AM",90032,Falcon,,Downhill,,July W4 (07/20~),Done,Video Ads Team,1,
Snake Clash_27th_UA_Iteration,"July 17, 2026 1:16 PM",90393~90402,Max,,Snake Clash,,July W4 (07/20~),Done,Video Ads Team,10,
Downhill Racer_7th_UA_Iteration,"July 17, 2026 1:17 PM",90031,Max,,Downhill,,July W4 (07/20~),Done,Video Ads Team,1,
Pizza Ready_15th_AI_Iteration,"July 17, 2026 1:29 PM",90198 ~ 90202,Ellie,,Pizza Ready,,July W4 (07/20~),Done,AI Ads Team,5,
Super Big Slime_8th_AI_Iteration,"July 17, 2026 1:29 PM",90038 ~ 90039,Ellie,,Super Big Slime,,July W4 (07/20~),Done,AI Ads Team,2,
Snake Clash_27th_UA_Iteration,"July 17, 2026 1:29 PM",90403~90411,Zaid,,Snake Clash,,July W4 (07/20~),Done,Video Ads Team,9,
Paper Delivery Boy_5th_UA_Iteration,"July 17, 2026 1:30 PM",90012,Zaid,,Paper Delivery Boy,,July W4 (07/20~),Done,Video Ads Team,1,
Snake Clash_27th_AI_Iteration 2,"July 17, 2026 1:38 PM",90417 ~ 90422,Hozler,,Snake Clash,,July W4 (07/20~),Done,AI Ads Team,6,
Downhill Racer_7th_AI_Iteration,"July 17, 2026 1:38 PM",90033 ~ 90034,Hozler,,Downhill,,July W4 (07/20~),Done,AI Ads Team,2,
Pizza Ready_15th_UA_Iteration,"July 17, 2026 2:59 PM",90179~90187,Quinne,,Pizza Ready,,July W4 (07/20~),Done,Video Ads Team,9,
Outlet Rush_5th_UA_Iteration,"July 17, 2026 3:01 PM",90012,Quinne,,Outlets Rush,,July W4 (07/20~),Done,Video Ads Team,1,
Bulldozer_4th_UA_Iteration,"July 19, 2026 11:34 PM",90057~90065,Elvis,,Bulldozer Master,,July W4 (07/20~),Done,Video Ads Team,9,
Paper Delivery Boy_5th_UA_Iteration,"July 19, 2026 11:36 PM",90013,Elvis,,Paper Delivery Boy,,July W4 (07/20~),Done,Video Ads Team,1,
Dino Universe_15th_UA_Iteration,"July 20, 2026 8:17 AM",90130~90138,Aaron,,Dino Universe,,July W4 (07/20~),Done,Video Ads Team,9,
CrabLife_5th_UA_iteration,"July 20, 2026 8:17 AM",90012,Aaron,,CrabLife,,July W4 (07/20~),Done,Video Ads Team,1,
,"July 23, 2026 10:11 AM",,,,,,,To do,,,
,"July 23, 2026 10:11 AM",,,,,,,To do,,,
,"July 23, 2026 2:15 PM",,,,,,,To do,AI Ads Team,,
,"July 23, 2026 2:33 PM",,,,,,,To do,,,
,"July 23, 2026 2:36 PM",,,,,,,To do,,,
,"July 23, 2026 2:37 PM",,,,,,[W2] August W2 (08/10~),To do,,,
Outlets Rush_6th_AI_Iteration,"July 23, 2026 2:43 PM",90015 ~ 90016,Thiago,,Outlets Rush,,July W5 (07/27~),Done,AI Ads Team,2,
Dino Universe_16th_AI_Iteration,"July 23, 2026 2:44 PM",90139~90144,Thiago,,Dino Universe,,July W5 (07/27~),Done,AI Ads Team,6,
XP Hero_22nd_AI_Iteration 2,"July 24, 2026 8:36 AM",90276 ~ 90280,Yuna,,XP Hero,,July W5 (07/27~),Done,AI Ads Team,5,
Downhill Racer_8th_AI_Iteration,"July 24, 2026 8:36 AM",90036~90037,Yuna,,Downhill,,July W5 (07/27~),Done,AI Ads Team,2,
Suzy’s Restaurant_4th_UA_Iteration,"July 24, 2026 8:38 AM",90035~90044,Miko,,Suzy's Restaurant,,July W5 (07/27~),Done,Video Ads Team,10,
Outlet Rush_6th_UA_Iteration,"July 24, 2026 8:38 AM",90017,Miko,,Outlets Rush,,July W5 (07/27~),Done,Video Ads Team,1,
Theme park manager_1st_AI_Iteration,"July 24, 2026 8:43 AM",90001~90005,Pax,,Theme park manager,,July W5 (07/27~),Done,AI Ads Team,5,
Super Big Slime_9th_AI_Iteration,"July 24, 2026 8:43 AM",90041~90042,Pax,,Super Big Slime,,July W5 (07/27~),Done,AI Ads Team,2,
Bulldozer Master_5th_AI_Iteration,"July 24, 2026 10:00 AM",90073~90076,Ellie,,Bulldozer Master,,July W5 (07/27~),Done,AI Ads Team,4,
XP Hero_22nd_UA_Iteration,"July 24, 2026 1:35 PM",90265~90275,Ruelle,,XP Hero,,July W5 (07/27~),Done,Video Ads Team,11,
Paper Delivery Boy_6th_UA_Iteration,"July 24, 2026 1:40 PM",90014,Ruelle,,Paper Delivery Boy,,July W5 (07/27~),Done,Video Ads Team,1,
Snake Clash_28th_UA_Iteration,"July 24, 2026 1:47 PM",90423~90429,Max,,Snake Clash,,July W5 (07/27~),Done,Video Ads Team,7,
Downhill Racer_8th_UA_Iteration,"July 24, 2026 1:47 PM",90035,Max,,Downhill,,July W5 (07/27~),Done,Video Ads Team,1,
Mosquito.io_8th_UA_Iteration,"July 24, 2026 2:09 PM",90037,Falcon,,Mosquito,,July W5 (07/27~),Done,Video Ads Team,1,
Arrow Fever_15th_UA_Iteration,"July 24, 2026 2:09 PM",90216~90225,Falcon,,Arrow Fever,,July W5 (07/27~),Done,Video Ads Team,10,
Pizza Ready_16th_UA_Iteration,"July 24, 2026 2:14 PM",90203 ~ 90210,Tilda,,Pizza Ready,,July W5 (07/27~),Done,Video Ads Team,8,
Super Big Slime_9th_UA_Iteration,"July 24, 2026 2:15 PM",90040,Tilda,,Super Big Slime,,July W5 (07/27~),Done,Video Ads Team,1,
Captain of Space_1st_AI_Iteration,"July 24, 2026 2:39 PM",90001 ~ 90005,Hozler,,Captain of Space,,July W5 (07/27~),Done,AI Ads Team,5,
Burger Please_9th_AI_Iteration,"July 24, 2026 2:39 PM",90042 ~ 90043,Hozler,,Burger Please!,,July W5 (07/27~),Done,AI Ads Team,2,
Bulldozer_5th_UA_Iteration,"July 24, 2026 2:46 PM",90066~90072,Quinne,,Bulldozer Master,,July W5 (07/27~),Done,Video Ads Team,7,
CrabLife_6th_UA_iteration,"July 24, 2026 2:46 PM",90016,Quinne,,CrabLife,,July W5 (07/27~),Done,Video Ads Team,1,
"Bulldozer_5th_UA_Iteration ","July 24, 2026 3:11 PM",90077~90083,Zaid,,Bulldozer Master,,July W5 (07/27~),Done,Video Ads Team,7,
Burger Please!_9th_UA_Iteration,"July 24, 2026 3:11 PM",90044,Zaid,,Burger Please!,,July W5 (07/27~),Done,Video Ads Team,1,
Mosquito_8th_AI_Iteration,"July 24, 2026 5:52 PM",90038~90039,Ellie,,Mosquito,,July W5 (07/27~),Done,AI Ads Team,2,
Rush Attack_1st_AI_Iteration,"July 27, 2026 8:59 AM",90001~90006,Elliot,,Rush Attack,,July W5 (07/27~),Done,AI Ads Team,6,
Theme Park Manager_1st_UA_Iteration,"July 27, 2026 1:39 PM",90006~90012,Elvis,,Theme park manager,,July W5 (07/27~),Done,Video Ads Team,7,
CrabLife_6th_UA_Iteration,"July 27, 2026 1:40 PM",90015,Elvis,,CrabLife,,July W5 (07/27~),Done,Video Ads Team,1,
Dino Universe_17th_AI_Iteration 2,"July 30, 2026 1:16 PM",90157 ~ 90164,Thiago,,Dino Universe,,[W1] August W1 (08/3~),Done,AI Ads Team,8,
Burger Please!_10th_AI_Iteration,"July 30, 2026 1:16 PM",90046,Thiago,,Burger Please!,,[W1] August W1 (08/3~),Done,AI Ads Team,1,
Paper Delivery Boy_7th_AI_Iteration,"July 30, 2026 1:17 PM",90016,Thiago,,Paper Delivery Boy,,[W1] August W1 (08/3~),Done,AI Ads Team,1,
"XP Hero_23rd_AI_Iteration ","July 31, 2026 8:51 AM",90281 ~ 90286,Yuna,,XP Hero,,[W1] August W1 (08/3~),Done,AI Ads Team,6,
Downhill Racer_9th_AI_Iteration,"July 31, 2026 8:54 AM",90039 ~ 90040,Yuna,,Downhill,,[W1] August W1 (08/3~),Done,AI Ads Team,2,
Lumber Chopper_8th_AI_Iteration,"July 31, 2026 9:28 AM",90078~90081,Ellie,,Lumber Chopper,,[W1] August W1 (08/3~),Done,AI Ads Team,4,
Outlets Rush_7th_AI_Iteration,"July 31, 2026 9:28 AM",90018~90019,Ellie,,Outlets Rush,,[W1] August W1 (08/3~),Done,AI Ads Team,2,
Theme Park Manager_2nd_AI_Iteration,"July 31, 2026 9:28 AM",90013~90018,Pax,,Theme park manager,,[W1] August W1 (08/3~),Done,AI Ads Team,6,
Super Big Slime_10th_AI_Iteration,"July 31, 2026 9:28 AM",90044~90045,Pax,,Super Big Slime,,[W1] August W1 (08/3~),Done,AI Ads Team,2,
Bulldozer Master_6th_AI_Iteration,"July 31, 2026 9:32 AM",90084~90087,Elliot,,Bulldozer Master,,[W1] August W1 (08/3~),Done,AI Ads Team,4,
Mosquito_10th_AI_Iteration,"July 31, 2026 9:32 AM",90041~90042,Elliot,,Mosquito,,[W1] August W1 (08/3~),Done,AI Ads Team,2,
Dino Universe_17th_AI_Iteration 1,"July 31, 2026 10:02 AM",90152~90156,Hozler,,Dino Universe,,[W1] August W1 (08/3~),Done,AI Ads Team,5,
Crab Life_6th_AI_Iteration,"July 31, 2026 10:02 AM",90018~90019,Hozler,,CrabLife,,[W1] August W1 (08/3~),Done,AI Ads Team,2,
Pizza Ready_17th_UA_Iteration,"July 31, 2026 10:42 AM",90211 ~ 90220,Tilda,,Pizza Ready,,[W1] August W1 (08/3~),Done,Video Ads Team,10,
Downhill Racer_9th_UA_Iteration,"July 31, 2026 10:48 AM",90038,Tilda,,Downhill,,[W1] August W1 (08/3~),Done,Video Ads Team,1,
Suzy’s Restaurant_5th_UA_Iteration,"July 31, 2026 10:50 AM",90045~90054,Miko,,Suzy's Restaurant,,[W1] August W1 (08/3~),Done,Video Ads Team,10,
Burger Please!_10th_UA_Iteration,"July 31, 2026 10:50 AM",90045,Miko,,Burger Please!,,[W1] August W1 (08/3~),Done,Video Ads Team,1,
XP Hero_23rd_UA_Iteration,"July 31, 2026 1:02 PM",90287~90296,Ruelle,,XP Hero,,[W1] August W1 (08/3~),Done,Video Ads Team,10,
Mosquito.io_9th_UA_Iteration,"July 31, 2026 1:02 PM",90040,Ruelle,,Mosquito,,[W1] August W1 (08/3~),Done,Video Ads Team,1,
Snake Clash_29th_UA_Iteration,"July 31, 2026 1:03 PM",90430~90438,Zaid,,Snake Clash,,[W1] August W1 (08/3~),Done,Video Ads Team,9,
CrabLife_7th_UA_Iteration,"July 31, 2026 1:03 PM",90017,Zaid,,CrabLife,,[W1] August W1 (08/3~),Done,Video Ads Team,1,
XP Hero_23rd_UA_Iteration,"July 31, 2026 1:24 PM",90297~90305,Quinne,,XP Hero,,[W1] August W1 (08/3~),Done,Video Ads Team,9,
Super Big Slime_10th_UA_Iteration,"July 31, 2026 1:25 PM",90043,Quinne,,Super Big Slime,,[W1] August W1 (08/3~),Done,Video Ads Team,1,
Dino Universe_17th_UA_Iteration,"July 31, 2026 2:09 PM",90145-90151,Falcon,,Dino Universe,,[W1] August W1 (08/3~),Done,Video Ads Team,7,
Outlet Rush_7th_UA_Iteration,"July 31, 2026 2:09 PM",90020,Falcon,,Outlets Rush,,[W1] August W1 (08/3~),Done,Video Ads Team,1,
Lumber Chopper_8th_UA_Iteration,"July 31, 2026 2:17 PM",90069~90077,Max,,Lumber Chopper,,[W1] August W1 (08/3~),Done,Video Ads Team,9,
Mosquito.io_9th_UA_Iteration,"July 31, 2026 2:17 PM",90040,Max,,Mosquito,,[W1] August W1 (08/3~),Done,Video Ads Team,1,
Snake Clash_29th_UA_Iteration,"July 31, 2026 3:01 PM",90439~90446,Elvis,,Snake Clash,,[W1] August W1 (08/3~),Done,Video Ads Team,8,
Paper Delivery Boy_7th_UA_Iteration,"July 31, 2026 3:05 PM",90015,Elvis,,Paper Delivery Boy,,[W1] August W1 (08/3~),Done,Video Ads Team,1,
Pizza Ready_18th_AI_Iteration,"August 6, 2026 9:24 AM",90221~90224,Ellie,,Pizza Ready,,[W2] August W2 (08/10~),Done,AI Ads Team,4,
CrabLife_8th_AI_Iteration,"August 6, 2026 9:24 AM",90020~90021,Ellie,,CrabLife,,[W2] August W2 (08/10~),Done,AI Ads Team,2,
Theme Park Manager_3rd_AI_Iteration,"August 6, 2026 1:04 PM",90019~90025,Pax,,Theme park manager,,[W2] August W2 (08/10~),Done,AI Ads Team,7,
Burger Please!_11th_AI_Iteration,"August 6, 2026 1:04 PM",90047,Pax,,Burger Please!,,[W2] August W2 (08/10~),Done,AI Ads Team,1,
Outlet rush_8th_AI_Iteration,"August 6, 2026 1:08 PM",90021,Pax,,Outlets Rush,,[W2] August W2 (08/10~),Done,AI Ads Team,1,
Pizza Ready_18th_AI_Iteration 2,"August 6, 2026 3:10 PM",90225 ~ 90229,Yuna,,Pizza Ready,,[W2] August W2 (08/10~),Done,AI Ads Team,5,
Super Big Slime_11th_AI_Iteration,"August 6, 2026 3:10 PM",90046 ~ 90047,Yuna,,Super Big Slime,,[W2] August W2 (08/10~),Done,AI Ads Team,2,
Bulldozer Master_7th_UA_Iteration,"August 6, 2026 3:54 PM",90088~90095,Quinne,,Bulldozer Master,Mee,[W2] August W2 (08/10~),Done,Video Ads Team,8,
Suzy’s Restaurant_6th_UA_Iteration,"August 6, 2026 5:02 PM",90055~90062,Elvis,,Suzy's Restaurant,Avril,[W2] August W2 (08/10~),Done,Video Ads Team,8,
Snake Clash_30th_UA_Iteration,"August 6, 2026 5:27 PM",90447~90454,Zaid,,Snake Clash,Cyno,[W2] August W2 (08/10~),Done,Video Ads Team,8,
Arrow Fever_16th_UA_Iteration,"August 6, 2026 5:45 PM",90226~90233,Falcon,,Arrow Fever,Chi,[W2] August W2 (08/10~),Done,Video Ads Team,8,
XP Hero_24th_UA_Iteration,"August 7, 2026 8:40 AM",90306~90315,Ruelle,,XP Hero,Zoe,[W2] August W2 (08/10~),Done,Video Ads Team,10,
Bulldozer Master_7th_AI_Iteration,"August 7, 2026 8:51 AM",90096 ~ 90104,Thiago,,Bulldozer Master,,[W2] August W2 (08/10~),Done,AI Ads Team,9,
Mosquito.io_11th_AI_Iteration,"August 7, 2026 8:52 AM",90043 ~ 90044,Thiago,,Mosquito,,[W2] August W2 (08/10~),Done,AI Ads Team,2,
Pizza Ready_18th_UA_Iteration,"August 7, 2026 8:52 AM",90230~90237,Tilda,,Pizza Ready,Helly,[W2] August W2 (08/10~),Done,Video Ads Team,8,
Rush Attack_2nd_UA_Iteration,"August 7, 2026 8:53 AM",90007~90018,Miko,,Rush Attack,Zoe,[W2] August W2 (08/10~),Done,Video Ads Team,12,
My Fish Shop_1st_iteration,"August 7, 2026 8:56 AM",90001~90012,Max,,My Fish Shop,Chi,[W2] August W2 (08/10~),Done,Video Ads Team,12,
"XP Hero_24th_AI_Iteration ","August 7, 2026 8:58 AM",90316~90319,Elliot,,XP Hero,,[W2] August W2 (08/10~),Done,AI Ads Team,4,
Downhill Racer_10th_AI_Iteration,"August 7, 2026 8:58 AM",90041~90042,Elliot,,Downhill,,[W2] August W2 (08/10~),Done,AI Ads Team,2,
Captain of Space_2nd_AI_Iteration,"August 7, 2026 9:51 AM",90006 ~ 90011,Hozler,,Captain of Space,,[W2] August W2 (08/10~),Done,AI Ads Team,6,
Paper Delivery Boy_8th_AI_Iteration,"August 7, 2026 9:51 AM",90017 ~ 90018,Hozler,,Paper Delivery Boy,,[W2] August W2 (08/10~),Done,AI Ads Team,2,
"Lumber Chopper_9th_UA_Iteration ","August 10, 2026 1:14 PM",,Max,,Lumber Chopper,Mee,,In-progress,Video Ads Team,8,
Theme Park_4th_UA_Iteration,"August 11, 2026 4:59 PM",90026-90033,Elvis,,Theme park manager,Avril,[W3] August W3 (08/17~),Done,Video Ads Team,8,
Snake Clash_31st_UA_Iteration,"August 12, 2026 1:56 PM",90455~90462,Zaid,,Snake Clash,Cyno,[W3] August W3 (08/17~),Done,Video Ads Team,8,
XP Hero_25th_UA_Iteration,"August 12, 2026 1:56 PM",90320~90327,Ruelle,,XP Hero,Zoe,[W3] August W3 (08/17~),Done,Video Ads Team,8,
Smash Down_1st_UA_Iteration,"August 12, 2026 2:00 PM",90001~90010,Falcon,,Smash Down,Chi,[W3] August W3 (08/17~),Done,Video Ads Team,10,
Pizza Ready_19th_UA_Iteration,"August 12, 2026 2:09 PM",90238~90245,Tilda,,Pizza Ready,Helly,[W3] August W3 (08/17~),Done,Video Ads Team,8,
Frozia_1st_UA_Iteration,"August 12, 2026 2:17 PM",90001~90012,Miko,,Frozia,Helly,[W3] August W3 (08/17~),Done,Video Ads Team,12,
My Fish Shop_2nd_Iteration,"August 12, 2026 2:31 PM",90013~90024,Quinne,,My Fish Shop,Chi,[W3] August W3 (08/17~),Done,Video Ads Team,12,
